r,m,rho,p_r,p_t,DEC_slack,circular_speed_squared
19.12,0.9983126701152276,1.5753422734256393e-06,0.0,4.5922143928319233e-08,1.52942012949732e-06,0.05830116375720669
19.130000000000003,0.9983839326139048,1.5256619745750706e-06,0.0,4.445151942243287e-08,1.4812104551526377e-06,0.058271779939738706
19.14,0.9984530062839703,1.4769583406822627e-06,0.0,4.301071604960872e-08,1.4339476246326539e-06,0.05824228736166038
19.15,0.9985199312755846,1.4292252307399818e-06,0.0,4.159952182422763e-08,1.3876257089157541e-06,0.05821268884637512
19.16,0.9985847475900975,1.3824563935547073e-06,0.0,4.021772132587514e-08,1.342238672228832e-06,0.05818298720072233
19.17,0.9986474950738966,1.336645467449984e-06,0.0,3.8865095717447836e-08,1.2977803717325363e-06,0.05815318521461583
19.18,0.9987082134122289,1.2917859799702366e-06,0.0,3.754142276313723e-08,1.2542445572070993e-06,0.05812328566068228
19.189999999999998,0.9987669421229715,1.2478713475852007e-06,0.0,3.624647684628805e-08,1.2116248707389128e-06,0.058093291293898
19.200000000000003,0.9988237205503996,1.2048948753949787e-06,0.0,3.4980028987126355e-08,1.1699148464078524e-06,0.05806320485122736
19.21,0.9988785878588136,1.1628497568356998e-06,0.0,3.374184686034479e-08,1.129107909975355e-06,0.058033029051253786
19.22,0.9989315830262342,1.1217290733855278e-06,0.0,3.25316948125396e-08,1.0891973785729883e-06,0.05800276659381683
19.23,0.998982744838047,1.0815257942715064e-06,0.0,3.134933387950225e-08,1.0501764603920042e-06,0.05797242015964773
19.240000000000002,0.9990321118804744,1.0422327761768478e-06,0.0,3.0194521803343765e-08,1.0120382543735041e-06,0.05794199240999558
19.25,0.9990797225341836,1.0038427629487878e-06,0.0,2.9067013049460615e-08,9.747757498993273e-07,0.057911485986263965
19.259999999999998,0.9991256149677081,9.6634838530701e-07,0.0,2.7966558823324422e-08,9.383818264836857e-07,0.05788090350963728
19.27,0.9991698271309346,9.297421605526532e-07,0.0,2.689290708709902e-08,9.028492534655542e-07,0.05785024758071304
19.28,0.9992123967484758,8.940164922779173e-07,0.0,2.584580257607333e-08,8.68170689701844e-07,0.05781952077912855
19.29,0.9992533613130075,8.591636700761835e-07,0.0,2.4824986814904737e-08,8.343386832612788e-07,0.057788725663187
19.3,0.9992927580785977,8.251758692526572e-07,0.0,2.383019813366851e-08,8.013456711189887e-07,0.05775786476948476
19.310000000000002,0.9993306240539699,7.920451505357119e-07,0.0,2.286117168371117e-08,7.691839788520007e-07,0.057726940612536214
19.32,0.9993669959957092,7.597634597886876e-07,0.0,2.1917639453296e-08,7.378458203353916e-07,0.05769595568439665
19.33,0.9994019104014669,7.283226277222364e-07,0.0,2.0999330283039402e-08,7.07323297439197e-07,0.0576649124542867
19.34,0.9994354035031066,6.977143696073065e-07,0.0,2.0105969881134595e-08,6.776083997261719e-07,0.057633813368214874
19.35,0.9994675112597236,6.679302849886632e-07,0.0,1.9237280838353234e-08,6.486930041503099e-07,0.05760266084859365
19.36,0.9994982693507719,6.389618573989457e-07,0.0,1.8392982642825763e-08,6.205688747561199e-07,0.05757145729386416
19.37,0.999527713169071,6.108004540732453e-07,0.0,1.7572791694590126e-08,5.932276623786551e-07,0.05754020507811492
19.380000000000003,0.9995558778136893,5.834373256643564e-07,0.0,1.6776421319909282e-08,5.666609043444471e-07,0.05750890655069447
19.39,0.9995827980829315,5.568636059584933e-07,0.0,1.6003581785351883e-08,5.408600241731414e-07,0.05747756403583226
19.4,0.999608508467194,5.310703115915512e-07,0.0,1.525398031162943e-08,5.158163312799217e-07,0.05744617983225295
19.41,0.9996330431418023,5.060483417659839e-07,0.0,1.4527321087190597e-08,4.915210206787932e-07,0.05741475621279117
19.42,0.9996564359597144,4.817884779682317e-07,0.0,1.3823305281565078e-08,4.6796517268666667e-07,0.057383295423999586
19.43,0.9996787204444182,4.582813836866452e-07,0.0,1.3141631058457217e-08,4.45139752628188e-07,0.057351799685771
19.439999999999998,0.9996999297825173,4.355176041299906e-07,0.0,1.2481993588580242e-08,4.2303561054141035e-07,0.05732027119094223
19.450000000000003,0.9997200968163646,4.1348756594651637e-07,0.0,1.1844085062233511e-08,4.016434808842829e-07,0.05728871210490289
19.46,0.9997392540367276,3.9218157694362494e-07,0.0,1.1227594701620395e-08,3.8095398224200454e-07,0.05725712456520788
19.47,0.9997574335753576,3.715898258079326e-07,0.0,1.0632208772895837e-08,3.6095761703503673e-07,0.057225510681185414
19.48,0.9997746671974514,3.517023818260405e-07,0.0,1.005761059795048e-08,3.4164477122809e-07,0.05719387253353995
19.490000000000002,0.9997909862941654,3.32509194605807e-07,0.0,9.503480565924892e-09,3.230057140398821e-07,0.05716221217396026
19.5,0.9998064218750073,3.1400009379812585e-07,0.0,8.969496144449652e-09,3.050305976536762e-07,0.05713053162472136
19.509999999999998,0.9998210045602729,2.961647888192754e-07,0.0,8.455331890613074e-09,2.877094569286623e-07,0.057098832878290984
19.52,0.9998347645733521,2.78992868573837e-07,0.0,7.960659461652863e-09,2.7103220911218415e-07,0.05706711789692954
19.53,0.9998477317329719,2.6247380117813793e-07,0.0,7.485147625369732e-09,2.549886535527682e-07,0.05703538861228781
19.54,0.9998599354455493,2.4659693368423326e-07,0.0,7.028462270263468e-09,2.395684714139698e-07,0.05700364692501323
19.55,0.9998714046972967,2.3135149180442677e-07,0.0,6.59026641538715e-09,2.2476122538903962e-07,0.05697189470434225
19.560000000000002,0.9998821680463994,2.1672657963636583e-07,0.0,6.170220219922535e-09,2.105563594164433e-07,0.05694013378769899
19.57,0.9998922536151653,2.0271117938864514e-07,0.0,5.767980992473008e-09,1.9694319839617213e-07,0.05690836598029384
19.58,0.9999016890820567,1.8929415110695738e-07,0.0,5.3832032000741886e-09,1.839109479068832e-07,0.056876593054716235
19.59,0.9999105016736856,1.7646423240078953e-07,0.0,5.015538476922635e-09,1.714486939238669e-07,0.05684481675052688
19.6,0.9999187181568132,1.642100381706696e-07,0.0,4.664635632822989e-09,1.5954540253784662e-07,0.05681303877385204
19.61,0.9999263648302801,1.5252006033593303e-07,0.0,4.330140661352483e-09,1.4818991967458054e-07,0.056781260796974944
19.62,0.999933467516879,1.4138266756301234e-07,0.0,4.0116967477436e-09,1.3737097081526875e-07,0.05674948445792538
19.630000000000003,0.9999400515551784,1.3078610499431024e-07,0.0,3.708944276487417e-09,1.2707716071782283e-07,0.05671771136006798
19.64,0.9999461417912965,1.2071849397757107e-07,0.0,3.421520838656304e-09,1.1729697313891477e-07,0.05668594307168886
19.65,0.9999517625706886,1.1116783179578259e-07,0.0,3.1490612389484136e-09,1.0801877055683417e-07,0.05665418112558494
19.66,0.9999569377297757,1.0212199139763721e-07,0.0,2.891197502455699e-09,9.92307938951815e-08,0.056622427018644936
19.67,0.9999616905876323,9.356872112851684e-08,0.0,2.6475588811571767e-09,9.092116224735967e-08,0.056590682211435775
19.68,0.9999660439375617,8.549564446200334e-08,0.0,2.417771860138937e-09,8.30778726018644e-08,0.05655894812778357
19.689999999999998,0.9999700200386812,7.789025973191237e-08,0.0,2.201460163543706e-09,7.568879956836867e-08,0.05652722615435694
19.700000000000003,0.9999736406073971,7.07399398648753e-08,0.0,1.9982447602529684e-09,6.874169510462233e-08,0.05649551764024505
19.71,0.9999769268088734,6.403193211346098e-08,0.0,1.80774386930474e-09,6.222418824415624e-08,0.05646382389653712
19.72,0.999979899248455,5.775335778977509e-08,0.0,1.629572965048366e-09,5.612378482472672e-08,0.056432146195900416
19.73,0.9999825779629568,5.1891211999640156e-08,0.0,1.4633447820427095e-09,5.0427867217597444e-08,0.05640048577215183
19.740000000000002,0.9999849824121192,4.643236337728518e-08,0.0,1.3086693197001572e-09,4.512369405758502e-08,0.05636884381984146
19.75,0.9999871314697373,4.13635538205498e-08,0.0,1.1651538466798743e-09,4.019839997386992e-08,0.05633722149381734
19.759999999999998,0.9999890434149421,3.667139822662154e-08,0.0,1.032402905036225e-09,3.563899532158532e-08,0.0563056199088015
19.77,0.9999907359233902,3.234238422830038e-08,0.0,9.100183141265513e-10,3.143236591417383e-08,0.05627404013896186
19.78,0.9999922260583709,2.8362871930788123e-08,0.0,7.975991742834533e-10,2.756527275650467e-08,0.056242483217480745
19.79,0.9999935302618788,2.4719093648989323e-08,0.0,6.947418702567446e-10,2.4024351778732578e-08,0.05621095013612282
19.8,0.9999946643455928,2.1397153645338553e-08,0.0,6.010400744312617e-10,2.079611357090729e-08,0.056179441844798866
19.810000000000002,0.9999956434819772,1.838302786815796e-08,0.0,5.160847498269422e-10,1.7866943118331018e-08,0.056147959251138926
19.82,0.9999964821951011,1.566256369052015e-08,0.0,4.3946415288665176e-10,1.52230995376335e-08,0.05611650322004945
19.83,0.9999971943515611,1.3221479649635891e-08,0.0,3.7076383605945716e-10,1.2850715813576433e-08,0.0560850745732786
19.84,0.9999977931513335,1.1045365186763029e-08,0.0,3.095666501862836e-10,1.0735798536576745e-08,0.056053674088978794
19.85,0.9999982911185761,9.119680387629108e-09,0.0,2.55452746695319e-10,8.86422764093379e-09,0.05602230250126789
19.86,0.9999987000922594,7.429755723369775e-09,0.0,2.0799957961511045e-10,7.221756143754664e-09,0.05599096049978127
19.87,0.9999990312169835,5.960791791982603e-09,0.0,1.6678190741373342e-10,5.79400988456887e-09,0.055959648729237206
19.880000000000003,0.9999992949335805,4.697859060298504e-09,0.0,1.3137179467260831e-10,4.566487265625896e-09,0.05592836778899062
19.89,0.9999995009696647,3.6258976064631978e-09,0.0,1.0133861360386054e-10,3.524558992859337e-09,0.05589711823258521
19.9,0.9999996583301822,2.7297168629325e-09,0.0,7.624904542074434e-11,2.6534678175117557e-09,0.05586590056730716
19.91,0.9999997752880176,1.9939953599800107e-09,0.0,5.566708157088553e-11,1.9383282784091254e-09,0.05583471525374419
19.92,0.9999998593742205,1.4032804697162193e-09,0.0,3.915402484248182e-11,1.3641264448737374e-09,0.05580356270532263
19.93,0.9999999173685765,9.41988150616383e-10,0.0,2.626849035404769e-11,9.157196602623352e-10,0.05577244328786747
19.939999999999998,0.9999999552899297,5.944026925577119e-10,0.0,1.656640643866179e-11,5.778362861190501e-10,0.05574135731914882
19.950000000000003,0.9999999783864091,3.4467646236611286e-10,0.0,9.601015434160642e-12,3.350754469319522e-10,0.05571030506842392
19.96,0.9999999911257262,1.76829649870149e-10,0.0,4.9228743910402705e-12,1.7190677547910873e-10,0.055679286755985505
19.97,0.9999999971853661,7.475001446004563e-11,0.0,2.0798557102458427e-12,7.267015874979979e-11,0.0556483025527049
19.98,0.9999999994426858,2.2192632154395714e-11,0.0,6.171477235998794e-13,2.1575484430795836e-11,0.055617352579571365
19.990000000000002,0.9999999999650839,2.7796431707032142e-12,0.0,7.725522986646386e-14,2.7023879408367502e-12,0.05558643690723747
20.0,1.0,0.0,0.0,0.0,0.0,0.05555555555555555
