R,r,m,n_r,n_t,rho,p_r,p_t,Phi_unnormalized
16.52,16.505567737211962,0.014688935422354303,0.9996630545532701,1.0008743875410901,1.0014123019727431e-06,1.2090446740170133e-10,3.634482367685772e-10,0.00019746734791867062
16.53,16.515562196687878,0.014723220549815594,0.9996624683576494,1.0008741938748544,1.0014113269995546e-06,1.206569370773946e-10,3.6327916072653423e-10,0.00019800773900780416
16.54,16.52555664664207,0.014757547131804374,0.9996618794505602,1.000874001019558,1.0014103509339052e-06,1.2040871794017768e-10,3.631101010334977e-10,0.0001985487360421675
16.55,16.535551087095094,0.014791915193280615,0.9996612878380324,1.0008738089724862,1.0014093737764017e-06,1.2015981128029351e-10,3.629410572278346e-10,0.00019909033868611167
16.560000000000002,16.545545518067414,0.01482632475920404,0.9996606935260732,1.0008736177309359,1.001408395527652e-06,1.199102183841734e-10,3.6277202885002965e-10,0.0001996325466048158
16.57,16.555539939579443,0.014860775854534169,0.9996600965206677,1.0008734272922133,1.0014074161882612e-06,1.1965994053316642e-10,3.626030154422615e-10,0.0002001753594642645
16.58,16.565534351651536,0.014895268504230329,0.9996594968277792,1.000873237653636,1.001406435758834e-06,1.1940897900375123e-10,3.624340165486146e-10,0.00020071877693124846
16.59,16.57552875430398,0.014929802733251644,0.9996588944533492,1.000873048812531,1.0014054542399726e-06,1.1915733506838307e-10,3.622650317155029e-10,0.0002012627986733637
16.6,16.585523147556998,0.014964378566557001,0.9996582894032972,1.000872860766236,1.001404471632279e-06,1.1890500999464675e-10,3.6209606048934025e-10,0.00020180742435901153
16.61,16.595517531430747,0.014998996029105078,0.9996576816835208,1.000872673512099,1.0014034879363533e-06,1.1865200504589192e-10,3.619271024214109e-10,0.00020235265365739865
16.62,16.605511905945335,0.015033655145854382,0.9996570712998959,1.0008724870474772,1.0014025031527928e-06,1.1839832148017424e-10,3.617581570621521e-10,0.00020289848623853798
16.63,16.615506271120786,0.015068355941763157,0.9996564582582763,1.0008723013697394,1.0014015172821955e-06,1.18143960551526e-10,3.6158922396475405e-10,0.00020344492177324709
16.64,16.62550062697709,0.015103098441789491,0.9996558425644949,1.0008721164762633,1.001400530325156e-06,1.1788892350953258e-10,3.614203026853714e-10,0.0002039919599331304
16.65,16.63549497353415,0.015137882670891207,0.9996552242243631,1.0008719323644366,1.0013995422822677e-06,1.1763321159933238e-10,3.6125139278015896e-10,0.0002045396003905839
16.66,16.64548931081183,0.015172708654025974,0.9996546032436707,1.0008717490316579,1.0013985531541248e-06,1.1737682606055813e-10,3.6108249380760075e-10,0.0002050878428188083
16.67,16.65548363882991,0.015207576416151208,0.9996539796281864,1.0008715664753347,1.0013975629413165e-06,1.1711976813072496e-10,3.6091360532872197e-10,0.00020563668689178532
16.68,16.665477957608122,0.015242485982224115,0.9996533533836578,1.0008713846928854,1.0013965716444347e-06,1.1686203904014824e-10,3.607447269056066e-10,0.00020618613228427828
16.69,16.675472267166143,0.015277437377201728,0.9996527245158119,1.000871203681737,1.0013955792640666e-06,1.1660364001681397e-10,3.6057585810245613e-10,0.00020673617867183257
16.7,16.685466567523576,0.015312430626040823,0.9996520930303543,1.0008710234393272,1.0013945858007991e-06,1.1634457228320246e-10,3.604069984847427e-10,0.00020728682573077452
16.71,16.69546085869998,0.01534746575369801,0.99965145893297,1.0008708439631029,1.0013935912552178e-06,1.1608483705861763e-10,3.6023814762047954e-10,0.00020783807313821273
16.72,16.705455140714836,0.01538254278512964,0.9996508222293228,1.0008706652505213,1.0013925956279076e-06,1.1582443555558716e-10,3.600693050787386e-10,0.00020838992057203658
16.73,16.715449413587578,0.015417661745291904,0.9996501829250557,1.0008704872990488,1.0013915989194503e-06,1.155633689855799e-10,3.5990047043113294e-10,0.00020894236771091786
16.740000000000002,16.725443677337573,0.015452822659140742,0.9996495410257913,1.000870310106162,1.001390601130428e-06,1.1530163855286496e-10,3.597316432503345e-10,0.00020949541423429053
16.75,16.73543793198413,0.015488025551631885,0.9996488965371318,1.000870133669346,1.0013896022614194e-06,1.1503924545874681e-10,3.5956282311070916e-10,0.00021004905982235738
16.759999999999998,16.745432177546505,0.015523270447720876,0.9996482494646587,1.0008699579860965,1.0013886023130035e-06,1.1477619090093005e-10,3.593940095881052e-10,0.00021060330415610172
16.77,16.75542641404389,0.015558557372363049,0.999647599813933,1.0008697830539184,1.0013876012857577e-06,1.145124760707665e-10,3.592252022615473e-10,0.0002111581469172653
16.78,16.765420641495414,0.015593886350513494,0.9996469475904962,1.0008696088703257,1.0013865991802576e-06,1.1424810215749043e-10,3.5905640071006e-10,0.00021171358778834806
16.79,16.775414859920158,0.0156292574071271,0.9996462927998693,1.0008694354328422,1.0013855959970774e-06,1.1398307034483038e-10,3.5888760451563257e-10,0.0002122696264526083
16.8,16.78540906933714,0.01566467056715857,0.999645635447553,1.0008692627390008,1.001384591736791e-06,1.1371738181291501e-10,3.587188132606778e-10,0.00021282626259406346
16.810000000000002,16.795403269765316,0.01570012585556236,0.9996449755390284,1.000869090786344,1.0013835863999688e-06,1.134510377376378e-10,3.585500265309965e-10,0.00021338349589748888
16.82,16.805397461223585,0.015735623297292726,0.9996443130797562,1.0008689195724236,1.0013825799871827e-06,1.1318403929023356e-10,3.5838124391196614e-10,0.00021394132604841837
16.83,16.81539164373079,0.015771162917303717,0.999643648075177,1.0008687490948005,1.0013815724990004e-06,1.129163876379137e-10,3.5821246499235216e-10,0.00021449975273314455
16.84,16.82538581730573,0.01580674474054919,0.9996429805307122,1.0008685793510446,1.0013805639359898e-06,1.1264808394428972e-10,3.5804368936155536e-10,0.00021505877563870052
16.85,16.83537998196712,0.015842368791982742,0.9996423104517633,1.0008684103387355,1.001379554298717e-06,1.1237912936831446e-10,3.5787491661130585e-10,0.00021561839445286511
16.86,16.845374137733632,0.015878035096557778,0.9996416378437122,1.0008682420554618,1.001378543587747e-06,1.1210952506470557e-10,3.5770614633502783e-10,0.0002161786088641742
16.87,16.855368284623886,0.01591374367922752,0.999640962711921,1.0008680744988208,1.001377531803643e-06,1.118392721847926e-10,3.5753737812720426e-10,0.0002167394185619005
16.88,16.865362422656435,0.015949494564944915,0.9996402850617331,1.0008679076664193,1.0013765189469674e-06,1.1156837187503464e-10,3.573686115840122e-10,0.00021730082323605213
16.89,16.875356551849787,0.015985287778662767,0.9996396048984721,1.0008677415558729,1.0013755050182811e-06,1.1129682527850265e-10,3.5719984630374625e-10,0.0002178628225773742
16.9,16.885350672222383,0.0160211233453336,0.9996389222274427,1.0008675761648063,1.0013744900181437e-06,1.1102463353403243e-10,3.570310818863951e-10,0.0002184254162773472
16.91,16.895344783792616,0.01605700128990979,0.9996382370539302,1.000867411490853,1.0013734739471138e-06,1.1075179777601285e-10,3.568623179319475e-10,0.00021898860402818872
16.92,16.905338886578818,0.016092921637343445,0.9996375493832006,1.0008672475316553,1.0013724568057482e-06,1.1047831913544466e-10,3.56693554044839e-10,0.00021955238552285184
16.93,16.915332980599263,0.016128884412586475,0.9996368592205007,1.000867084284865,1.0013714385946017e-06,1.1020419873866991e-10,3.565247898286582e-10,0.0002201167604550259
16.94,16.92532706587218,0.0161648896405906,0.9996361665710586,1.0008669217481418,1.0013704193142285e-06,1.0992943770906605e-10,3.56356024889323e-10,0.00022068172851911954
16.95,16.93532114241573,0.01620093734630729,0.9996354714400837,1.0008667599191552,1.0013693989651828e-06,1.0965403716429306e-10,3.561872588346572e-10,0.000221247289410265
16.96,16.94531521024803,0.01623702755468784,0.9996347738327661,1.0008665987955827,1.0013683775480153e-06,1.0937799821989333e-10,3.560184912739668e-10,0.0002218134428243301
16.97,16.95530926938713,0.01627316029068328,0.9996340737542777,1.000866438375111,1.0013673550632762e-06,1.0910132198717409e-10,3.5584972181825193e-10,0.00022238018845789655
16.98,16.96530331985104,0.016309335579244487,0.9996333712097716,1.0008662786554348,1.0013663315115147e-06,1.0882400957278388e-10,3.55680950079148e-10,0.0002229475260082617
16.990000000000002,16.975297361657702,0.01634555344532208,0.9996326662043824,1.000866119634258,1.0013653068932786e-06,1.0854606207892432e-10,3.5551217567210205e-10,0.00022351545517343681
17.0,16.985291394825015,0.016381813913866457,0.9996319587432266,1.000865961309293,1.0013642812091142e-06,1.0826748060631473e-10,3.5534339821044353e-10,0.00022408397565214802
17.009999999999998,16.995285419370816,0.016418117009827832,0.9996312488314019,1.0008658036782607,1.0013632544595672e-06,1.0798826624953343e-10,3.551746173121606e-10,0.0002246530871438365
17.02,17.005279435312897,0.01645446275815621,0.9996305364739874,1.0008656467388906,1.0013622266451806e-06,1.0770842010019414e-10,3.550058325956649e-10,0.00022522278934865815
17.03,17.01527344266898,0.016490851183801346,0.9996298216760441,1.000865490488921,1.0013611977664981e-06,1.0742794324609892e-10,3.548370436816974e-10,0.0002257930819674832
17.04,17.025267441456744,0.016527282311712785,0.999629104442615,1.000865334926098,1.0013601678240609e-06,1.0714683677081466e-10,3.5466825019036387e-10,0.0002263639647018796
17.05,17.035261431693822,0.016563756166839895,0.9996283847787248,1.000865180048177,1.0013591368184082e-06,1.0686510175494365e-10,3.544994517464287e-10,0.0002269354372541193
17.060000000000002,17.045255413397783,0.01660027277413179,0.9996276626893803,1.0008650258529204,1.0013581047500783e-06,1.0658273927442949e-10,3.5433064797423277e-10,0.00022750749932718705
17.07,17.055249386586137,0.016636832158537364,0.9996269381795702,1.0008648723381004,1.00135707161961e-06,1.0629975040161589e-10,3.5416183849769346e-10,0.00022808015062476144
17.08,17.065243351276358,0.01667343434500533,0.9996262112542654,1.000864719501497,1.001356037427539e-06,1.0601613620545843e-10,3.5399302294686913e-10,0.00022865339085121554
17.09,17.075237307485864,0.01671007935848418,0.9996254819184197,1.000864567340898,1.0013550021743997e-06,1.0573189775110105e-10,3.538242009505476e-10,0.0002292272197116163
17.1,17.085231255232014,0.016746767223922158,0.9996247501769684,1.0008644158541,1.0013539658607263e-06,1.0544703609987601e-10,3.5365537213794016e-10,0.0002298016369117243
17.11,17.09522519453211,0.016783497966267307,0.9996240160348294,1.000864265038908,1.0013529284870526e-06,1.0516155230951573e-10,3.534865361420698e-10,0.00023037664215799406
17.12,17.105219125403416,0.01682027161046748,0.999623279496903,1.0008641148931343,1.0013518900539082e-06,1.0487544743394093e-10,3.5331769259659483e-10,0.00023095223515757465
17.13,17.115213047863133,0.01685708818147027,0.9996225405680715,1.0008639654146,1.0013508505618235e-06,1.0458872252283721e-10,3.5314884113559694e-10,0.0002315284156183083
17.14,17.12520696192842,0.0168939477042231,0.9996217992532004,1.0008638166011345,1.0013498100113266e-06,1.0430137862313728e-10,3.529799813963343e-10,0.00023210518324871574
17.15,17.135200867616366,0.016930850203673124,0.9996210555571374,1.0008636684505754,1.001348768402947e-06,1.0401341677796222e-10,3.5281111301648856e-10,0.0002326825377579998
17.16,17.145194764944037,0.01696779570476734,0.9996203094847133,1.000863520960767,1.0013477257372088e-06,1.037248380264097e-10,3.5264223563543546e-10,0.00023326047885605686
17.17,17.155188653928423,0.017004784232452483,0.9996195610407411,1.0008633741295632,1.0013466820146382e-06,1.0343564340418925e-10,3.5247334889339773e-10,0.00023383900625345653
17.18,17.16518253458647,0.01704181581167507,0.9996188102300174,1.000863227954825,1.0013456372357586e-06,1.0314583394341052e-10,3.52304452433351e-10,0.00023441811966144242
17.19,17.175176406935087,0.017078890467381445,0.9996180570573214,1.0008630824344213,1.0013445914010925e-06,1.0285541067279502e-10,3.5213554589848264e-10,0.00023499781879193275
17.2,17.18517027099111,0.01711600822451768,0.9996173015274156,1.0008629375662295,1.0013435445111618e-06,1.0256437461682911e-10,3.5196662893388584e-10,0.00023557810335751874
17.21,17.195164126771346,0.017153169108029685,0.9996165436450452,1.0008627933481342,1.0013424965664866e-06,1.0227272679724627e-10,3.517977011857126e-10,0.00023615897307146646
17.22,17.205157974292533,0.01719037314286309,0.9996157834149384,1.0008626497780284,1.0013414475675857e-06,1.0198046823196836e-10,3.51628762302656e-10,0.00023674042764771502
17.23,17.21515181357137,0.01722762035396338,0.9996150208418066,1.0008625068538126,1.001340397514977e-06,1.0168759993552908e-10,3.514598119334091e-10,0.0002373224668008784
17.240000000000002,17.225145644624508,0.017264910766275756,0.9996142559303448,1.000862364573395,1.0013393464091765e-06,1.0139412291737994e-10,3.5129084972835905e-10,0.00023790509024622806
17.25,17.23513946746853,0.01730224440474523,0.9996134886852311,1.0008622229346922,1.0013382942507008e-06,1.0110003818612544e-10,3.5112187533979887e-10,0.0002384882976996988
17.259999999999998,17.245133282119998,0.017339621294316605,0.999612719111127,1.0008620819356273,1.0013372410400623e-06,1.0080534674507609e-10,3.5095288842171557e-10,0.0002390720888778985
17.27,17.2551270885954,0.01737704145993447,0.9996119472126774,1.0008619415741324,1.0013361867777751e-06,1.0051004959436605e-10,3.5078388862788444e-10,0.00023965646349808975
17.28,17.26512088691119,0.017414504926543166,0.9996111729945111,1.0008618018481463,1.001335131464351e-06,1.0021414773137661e-10,3.506148756148336e-10,0.0002402414212781892
17.29,17.275114677083767,0.01745201171908682,0.9996103964612403,1.0008616627556157,1.0013340751002996e-06,9.991764214925391e-11,3.504458490409971e-10,0.00024082696193676817
17.3,17.28510845912948,0.01748956186250938,0.9996096176174611,1.0008615242944952,1.001333017686132e-06,9.962053383775594e-11,3.5027680856396173e-10,0.00024141308519305324
17.310000000000002,17.295102233064632,0.017527155381754537,0.9996088364677534,1.000861386462746,1.0013319592223547e-06,9.932282378452312e-11,3.501077538449144e-10,0.00024199979076692488
17.32,17.305095998905475,0.01756479230176576,0.9996080530166804,1.000861249258338,1.0013308997094759e-06,9.90245129714784e-11,3.499386845448302e-10,0.00024258707837891824
17.33,17.31508975666821,0.01760247264748633,0.9996072672687892,1.0008611126792482,1.0013298391480014e-06,9.872560237885065e-11,3.497696003272252e-10,0.00024317494775022343
17.34,17.32508350636901,0.017640196443859304,0.9996064792286111,1.0008609767234604,1.0013287775384357e-06,9.842609298284534e-11,3.4960050085498036e-10,0.00024376339860267005
17.35,17.335077248023964,0.017677963715827496,0.9996056889006616,1.0008608413889668,1.001327714881282e-06,9.81259857573386e-11,3.49431385795847e-10,0.0002443524306587316
17.36,17.34507098164914,0.017715774488333506,0.9996048962894395,1.0008607066737665,1.0013266511770433e-06,9.782528167112438e-11,3.492622548150353e-10,0.00024494204364153483
17.37,17.355064707260556,0.017753628786319742,0.9996041013994286,1.0008605725758657,1.0013255864262197e-06,9.75239816904555e-11,3.490931075817789e-10,0.00024553223727484324
17.38,17.36505842487417,0.017791526634728355,0.9996033042350965,1.0008604390932785,1.0013245206293123e-06,9.722208677946721e-11,3.4892394376509975e-10,0.0002461230112830554
17.39,17.37505213450591,0.017829468058501316,0.9996025048008952,1.000860306224026,1.00132345378682e-06,9.691959789678906e-11,3.48754763036349e-10,0.0002467143653912066
17.4,17.38504583617164,0.017867453082580333,0.9996017031012614,1.0008601739661362,1.0013223858992394e-06,9.661651599978002e-11,3.485855650673014e-10,0.0002473062993249672
17.41,17.395039529887185,0.017905481731906942,0.9996008991406157,1.0008600423176452,1.001321316967069e-06,9.631284204092866e-11,3.484163495307905e-10,0.0002478988128106444
17.42,17.405033215668325,0.01794355403142242,0.999600092923363,1.0008599112765957,1.001320246990803e-06,9.600857697039418e-11,3.4824711610282613e-10,0.00024849190557518064
17.43,17.415026893530786,0.017981670006067825,0.9995992844538931,1.0008597808410375,1.0013191759709366e-06,9.570372173431239e-11,3.480778644581477e-10,0.0002490855773461544
17.44,17.425020563490257,0.018019829680784038,0.9995984737365801,1.0008596510090284,1.0013181039079623e-06,9.539827727754852e-11,3.479085942757297e-10,0.00024967982785176586
17.45,17.435014225562366,0.01805803308051166,0.9995976607757829,1.0008595217786322,1.001317030802373e-06,9.509224453840334e-11,3.4773930523242905e-10,0.0002502746568208406
17.46,17.44500787976272,0.018096280230191133,0.9995968455758449,1.0008593931479202,1.001315956654658e-06,9.478562445475407e-11,3.475699970091261e-10,0.0002508700639828397
17.47,17.455001526106848,0.018134571154762615,0.9995960281410946,1.000859265114971,1.001314881465308e-06,9.447841796045453e-11,3.4740066928648946e-10,0.00025146604906784115
17.48,17.46499516461026,0.018172905879166104,0.9995952084758452,1.0008591376778704,1.001313805234812e-06,9.417062598575867e-11,3.4723132174730524e-10,0.000252062611806542
17.490000000000002,17.47498879528841,0.01821128442834134,0.9995943865843948,1.0008590108347102,1.0013127279636564e-06,9.386224945859108e-11,3.4706195407520666e-10,0.00025265975193025636
17.5,17.484982418156697,0.01824970682722783,0.9995935624710268,1.0008588845835904,1.00131164965233e-06,9.355328930221766e-11,3.468925659542504e-10,0.0002532574691709162
17.509999999999998,17.49497603323049,0.018288173100764898,0.9995927361400093,1.000858758922617,1.001310570301316e-06,9.324374643842202e-11,3.467231570712461e-10,0.000253855763261072
17.52,17.504969640525108,0.018326683273891642,0.9995919075955954,1.0008586338499037,1.0013094899110998e-06,9.293362178559964e-11,3.4655372711363853e-10,0.00025445463393389197
17.53,17.51496324005582,0.018365237371546914,0.9995910768420231,1.0008585093635705,1.0013084084821642e-06,9.262291625727555e-11,3.463842757692961e-10,0.00025505408092316184
17.54,17.524956831837848,0.018403835418669346,0.9995902438835159,1.0008583854617445,1.0013073260149916e-06,9.231163076612774e-11,3.4621480272883996e-10,0.00025565410396327106
17.55,17.534950415886385,0.018442477440197384,0.9995894087242826,1.0008582621425597,1.001306242510062e-06,9.199976622017555e-11,3.460453076826796e-10,0.00025625470278921813
17.560000000000002,17.54494399221656,0.018481163461069216,0.9995885713685172,1.0008581394041567,1.001305157967856e-06,9.168732352510894e-11,3.458757903233421e-10,0.0002568558771366175
17.57,17.554937560843467,0.01851989350622281,0.9995877318203991,1.0008580172446828,1.0013040723888517e-06,9.137430358344153e-11,3.457062503444133e-10,0.0002574576267416843
17.58,17.56493112178216,0.01855866760059593,0.999586890084093,1.0008578956622922,1.0013029857735268e-06,9.106070729408703e-11,3.455366874394789e-10,0.00025805995134123446
17.59,17.574924675047637,0.01859748576912613,0.9995860461637497,1.0008577746551464,1.0013018981223587e-06,9.074653555405332e-11,3.4536710130593654e-10,0.00025866285067268436
17.6,17.584918220654867,0.018636348036750707,0.999585200063505,1.0008576542214123,1.0013008094358217e-06,9.043178925611314e-11,3.451974916403366e-10,0.00025926632447405046
17.61,17.594911758618757,0.018675254428406736,0.9995843517874807,1.0008575343592645,1.0012997197143916e-06,9.011646929070988e-11,3.4502785814028827e-10,0.00025987037248394976
17.62,17.604905288954185,0.018714204969031114,0.9995835013397839,1.000857415066884,1.001298628958541e-06,8.980057654511054e-11,3.448582005061537e-10,0.0002604749944416002
17.63,17.614898811675978,0.018753199683560456,0.9995826487245072,1.0008572963424582,1.001297537168742e-06,8.9484111903194e-11,3.446885184372362e-10,0.0002610801900868196
17.64,17.624892326798925,0.018792238596931216,0.9995817939457294,1.0008571781841813,1.001296444345466e-06,8.916707624629805e-11,3.4451881163643895e-10,0.0002616859591600132
17.65,17.634885834337762,0.018831321734079566,0.999580937007515,1.0008570605902538,1.0012953504891826e-06,8.884947045321937e-11,3.4434907980602986e-10,0.00026229230140217667
17.66,17.6448793343072,0.01887044911994151,0.9995800779139145,1.000856943558883,1.0012942556003611e-06,8.853129539809595e-11,3.441793226506062e-10,0.00026289921655490593
17.67,17.65487282672188,0.01890962077945279,0.999579216668964,1.0008568270882827,1.0012931596794692e-06,8.821255195421878e-11,3.440095398754005e-10,0.0002635067043603799
17.68,17.66486631159642,0.01894883673754892,0.9995783532766861,1.000856711176673,1.0012920627269748e-06,8.789324099022014e-11,3.4383973118628056e-10,0.0002641147645613612
17.69,17.674859788945398,0.01898809701916524,0.9995774877410893,1.0008565958222804,1.0012909647433427e-06,8.757336337282648e-11,3.436698962908083e-10,0.00026472339690119666
17.7,17.684853258783335,0.019027401649236806,0.9995766200661685,1.000856481023338,1.0012898657290383e-06,8.725291996579966e-11,3.4350003489823957e-10,0.00026533260112381583
17.71,17.69484672112472,0.019066750652698503,0.9995757502559045,1.0008563667780852,1.0012887656845253e-06,8.693191162972516e-11,3.4333014671846567e-10,0.00026594237697373296
17.72,17.704840175983993,0.019106144054484946,0.9995748783142642,1.0008562530847678,1.0012876646102667e-06,8.661033922201207e-11,3.4316023146201306e-10,0.0002665527241960449
17.73,17.714833623375558,0.01914558187953057,0.9995740042452005,1.000856139941638,1.0012865625067233e-06,8.628820359774015e-11,3.429902888411023e-10,0.000267163642536433
17.740000000000002,17.72482706331377,0.019185064152769556,0.9995731280526531,1.0008560273469542,1.0012854593743559e-06,8.596550560838927e-11,3.428203185692245e-10,0.00026777513174114863
17.75,17.73482049581295,0.019224590899135856,0.9995722497405483,1.000855915298981,1.0012843552136246e-06,8.564224610310997e-11,3.426503203600825e-10,0.00026838719155701746
17.759999999999998,17.744813920887367,0.01926416214356322,0.9995713693127982,1.00085580379599,1.0012832500249882e-06,8.531842592851167e-11,3.424802939299203e-10,0.00026899982173144837
17.77,17.754807338551267,0.01930377791098519,0.999570486773302,1.0008556928362577,1.0012821438089027e-06,8.499404592760392e-11,3.423102389945583e-10,0.00026961302201241775
17.78,17.764800748818832,0.01934343822633504,0.999569602125945,1.0008555824180678,1.0012810365658253e-06,8.466910694085515e-11,3.421401552723581e-10,0.00027022679214846877
17.79,17.774794151704214,0.019383143114545816,0.9995687153745997,1.0008554725397103,1.0012799282962122e-06,8.434360980682799e-11,3.419700424816812e-10,0.0002708411318887119
17.8,17.78478754722153,0.0194228926005504,0.9995678265231249,1.0008553631994803,1.0012788190005167e-06,8.401755535900285e-11,3.4179990034258323e-10,0.00027145604098282585
17.810000000000002,17.794780935384843,0.0194626867092814,0.9995669355753662,1.0008552543956806,1.001277708679194e-06,8.369094443043664e-11,3.4162972857575507e-10,0.0002720715191810558
17.82,17.804774316208178,0.019502525465671185,0.999566042535156,1.0008551461266184,1.0012765973326946e-06,8.336377785037461e-11,3.414595269035817e-10,0.0002726875662342146
17.83,17.814767689705526,0.019542408894651947,0.9995651474063131,1.0008550383906085,1.0012754849614705e-06,8.303605644509741e-11,3.4128929504908327e-10,0.00027330418189368255
17.84,17.824761055890836,0.01958233702115564,0.9995642501926435,1.0008549311859711,1.0012743715659727e-06,8.270778103876809e-11,3.411190327367624e-10,0.0002739213659113948
17.85,17.83475441477801,0.019622309870113975,0.9995633508979402,1.000854824511032,1.0012732571466495e-06,8.237895245194982e-11,3.4094873969133333e-10,0.00027453911803984474
17.86,17.844747766380912,0.019662327466458424,0.999562449525983,1.000854718364124,1.0012721417039503e-06,8.204957150308818e-11,3.4077841563962796e-10,0.00027515743803209193
17.87,17.854741110713377,0.019702389835120286,0.9995615460805388,1.000854612743585,1.0012710252383209e-06,8.171963900766415e-11,3.406080603086899e-10,0.00027577632564174847
17.88,17.86473444778918,0.019742497001030576,0.9995606405653619,1.000854507647759,1.0012699077502089e-06,8.138915577840583e-11,3.4043767342704513e-10,0.0002763957806229771
17.89,17.874727777622073,0.01978264898912014,0.9995597329841932,1.0008544030749966,1.001268789240059e-06,8.1058122625712e-11,3.402672547244901e-10,0.0002770158027304931
17.9,17.884721100225754,0.01982284582431954,0.9995588233407613,1.000854299023654,1.001267669708316e-06,8.072654035722858e-11,3.4009680393209187e-10,0.00027763639171956254
17.91,17.8947144156139,0.019863087531559166,0.999557911638782,1.0008541954920924,1.001266549155423e-06,8.039440977678983e-11,3.3992632078007043e-10,0.00027825754734600393
17.92,17.904707723800136,0.019903374135769144,0.999556997881958,1.0008540924786802,1.0012654275818228e-06,8.006173168695947e-11,3.397558050016104e-10,0.00027887926936618685
17.93,17.91470102479804,0.019943705661879373,0.9995560820739793,1.0008539899817912,1.0012643049879563e-06,7.972850688754835e-11,3.395852563315905e-10,0.0002795015575370325
17.94,17.924694318621167,0.01998408213481957,0.9995551642185234,1.0008538879998046,1.0012631813742636e-06,7.939473617434394e-11,3.394146745034071e-10,0.00028012441161600206
17.95,17.93468760528302,0.02002450357951916,0.9995542443192557,1.0008537865311058,1.001262056741185e-06,7.906042034186314e-11,3.392440592536329e-10,0.0002807478313610989
17.96,17.944680884797073,0.02006497002090741,0.9995533223798282,1.000853685574086,1.0012609310891575e-06,7.872556018165824e-11,3.39073410318629e-10,0.00028137181653087816
17.97,17.954674157176754,0.020105481483913296,0.9995523984038812,1.0008535851271418,1.0012598044186201e-06,7.839015648210515e-11,3.3890272743645034e-10,0.0002819963668844305
17.98,17.96466742243546,0.020146037993465624,0.9995514723950424,1.0008534851886761,1.0012586767300082e-06,7.805421002967396e-11,3.3873201034578733e-10,0.0002826214821813838
17.990000000000002,17.974660680586542,0.020186639574492935,0.999550544356927,1.0008533857570967,1.001257548023758e-06,7.771772160787015e-11,3.385612587863891e-10,0.0002832471621819018
18.0,17.98465393164331,0.020227286251923538,0.9995496142931382,1.000853286830818,1.0012564183003038e-06,7.738069199744635e-11,3.3839047249885176e-10,0.0002838734066466846
18.009999999999998,17.994647175619047,0.020267978050685545,0.9995486822072667,1.0008531884082592,1.0012552875600791e-06,7.704312197746109e-11,3.382196512258891e-10,0.0002845002153369693
18.02,18.004640412526992,0.02030871499570684,0.9995477481028908,1.0008530904878457,1.0012541558035163e-06,7.670501232294954e-11,3.380487947100031e-10,0.00028512758801452925
18.03,18.014633642380343,0.020349497111915048,0.9995468119835768,1.0008529930680083,1.0012530230310476e-06,7.636636380746452e-11,3.378779026947545e-10,0.000285755524441674
18.04,18.024626865192257,0.020390324424237577,0.9995458738528787,1.0008528961471834,1.0012518892431024e-06,7.602717720180603e-11,3.377069749251864e-10,0.0002863840243812374
18.05,18.034620080975866,0.02043119695760164,0.9995449337143388,1.0008527997238132,1.001250754440112e-06,7.568745327380942e-11,3.375360111469772e-10,0.00028701308759658236
18.060000000000002,18.044613289744255,0.020472114736934183,0.9995439915714869,1.0008527037963453,1.0012496186225045e-06,7.534719278898072e-11,3.3736501110749924e-10,0.0002876427138516067
18.07,18.054606491510466,0.020513077787161924,0.9995430474278412,1.0008526083632325,1.0012484817907076e-06,7.500639651092015e-11,3.371939745537015e-10,0.00028827290291072986
18.08,18.064599686287515,0.020554086133211375,0.9995421012869077,1.0008525134229336,1.001247343945148e-06,7.466506519899272e-11,3.3702290123507395e-10,0.00028890365453889354
18.09,18.07459287408838,0.020595139800008835,0.9995411531521808,1.0008524189739125,1.0012462050862524e-06,7.432319961256348e-11,3.368517909006831e-10,0.00028953496850156105
18.1,18.084586054925996,0.020636238812480327,0.9995402030271431,1.000852325014639,1.0012450652144456e-06,7.398080050655055e-11,3.3668064330192476e-10,0.00029016684456471717
18.11,18.09457922881326,0.02067738319555166,0.9995392509152653,1.0008522315435877,1.0012439243301513e-06,7.363786863417797e-11,3.3650945818977125e-10,0.0002907992824948682
18.12,18.10457239576304,0.02071857297414845,0.9995382968200061,1.0008521385592388,1.0012427824337927e-06,7.329440474570518e-11,3.363382353173125e-10,0.000291432282059043
18.130000000000003,18.114565555788158,0.020759808173196045,0.9995373407448124,1.0008520460600787,1.001241639525792e-06,7.29504095899093e-11,3.3616697443848535e-10,0.00029206584302479146
18.14,18.1245587089014,0.020801088817619565,0.9995363826931198,1.000851954044598,1.0012404956065705e-06,7.260588391112053e-11,3.359956753068033e-10,0.00029269996516017346
18.15,18.134551855115525,0.02084241493234392,0.9995354226683524,1.000851862511293,1.001239350676548e-06,7.226082845345731e-11,3.3582433767832083e-10,0.0002933346482337635
18.16,18.144544994443248,0.0208837865422938,0.9995344606739222,1.0008517714586662,1.0012382047361446e-06,7.191524395807349e-11,3.356529613097277e-10,0.0002939698920146567
18.17,18.154538126897247,0.020925203672393644,0.99953349671323,1.0008516808852244,1.001237057785779e-06,7.156913116231123e-11,3.354815459579255e-10,0.0002946056962724553
